# n = 1081, echos = 3, time_stamp = 3197432
976, 0, 0, 3311, 0, 0, 
1002, 0, 0, 2991, 0, 0, 
1014, 0, 0, 2362, 0, 0, 
882, 0, 0, 2481, 0, 0, 
818, 0, 0, 2548, 0, 0, 
779, 0, 0, 2340, 0, 0, 
701, 0, 0, 1877, 0, 0, 
640, 0, 0, 2892, 0, 0, 
621, 0, 0, 3206, 0, 0, 
625, 0, 0, 2746, 0, 0, 
618, 0, 0, 665, 0, 0, 
2941, 0, 0, 1032, 0, 0, 
2979, 0, 0, 2582, 0, 0, 
2971, 0, 0, 2763, 0, 0, 
2953, 0, 0, 2687, 0, 0, 
2939, 0, 0, 2772, 0, 0, 
2943, 0, 0, 2742, 0, 0, 
2921, 0, 0, 2775, 0, 0, 
2909, 0, 0, 2770, 0, 0, 
2898, 0, 0, 2735, 0, 0, 
2873, 0, 0, 2770, 0, 0, 
2874, 0, 0, 2853, 0, 0, 
2872, 0, 0, 2762, 0, 0, 
2858, 0, 0, 2695, 0, 0, 
2848, 0, 0, 2843, 0, 0, 
2837, 0, 0, 2926, 0, 0, 
2823, 0, 0, 2824, 0, 0, 
2850, 0, 0, 3080, 0, 0, 
2925, 0, 0, 3198, 0, 0, 
3297, 0, 0, 2597, 0, 0, 
3323, 0, 0, 2572, 0, 0, 
3346, 0, 0, 2548, 0, 0, 
3371, 0, 0, 2540, 0, 0, 
3395, 0, 0, 2527, 0, 0, 
3419, 0, 0, 2502, 0, 0, 
3440, 0, 0, 2508, 0, 0, 
3457, 0, 0, 2498, 0, 0, 
3469, 0, 0, 2506, 0, 0, 
3503, 0, 0, 2465, 0, 0, 
3507, 0, 0, 2545, 0, 0, 
3514, 0, 0, 2405, 0, 0, 
3555, 0, 0, 2389, 0, 0, 
3583, 0, 0, 2404, 0, 0, 
3585, 0, 0, 2409, 0, 0, 
3584, 0, 0, 2449, 0, 0, 
3633, 0, 0, 2399, 0, 0, 
3648, 0, 0, 2338, 0, 0, 
3677, 0, 0, 2358, 0, 0, 
3701, 0, 0, 2530, 0, 0, 
3696, 0, 0, 2711, 0, 0, 
3691, 0, 0, 2657, 0, 0, 
3682, 0, 0, 2594, 0, 0, 
3668, 0, 0, 2554, 0, 0, 
3660, 0, 0, 2559, 0, 0, 
3648, 0, 0, 2527, 0, 0, 
3640, 0, 0, 2553, 0, 0, 
3632, 0, 0, 2417, 0, 0, 
3631, 0, 0, 2427, 0, 0, 
3608, 0, 0, 2312, 0, 0, 
2943, 3553, 0, 35, 2514, 0, 
1809, 3559, 0, 216, 1977, 0, 
1812, 3576, 0, 548, 430, 0, 
1795, 0, 0, 741, 0, 0, 
1807, 0, 0, 598, 0, 0, 
1817, 0, 0, 583, 0, 0, 
1797, 0, 0, 1080, 0, 0, 
1787, 0, 0, 1257, 0, 0, 
1795, 0, 0, 1208, 0, 0, 
1768, 0, 0, 1235, 0, 0, 
1770, 0, 0, 1035, 0, 0, 
1768, 0, 0, 1021, 0, 0, 
105, 1787, 0, 76, 2151, 0, 
135, 1790, 0, 96, 1925, 0, 
134, 1770, 0, 176, 1372, 0, 
104, 1763, 0, 238, 680, 0, 
104, 1782, 0, 290, 114, 0, 
80, 0, 0, 356, 0, 0, 
107, 0, 0, 475, 0, 0, 
86, 0, 0, 518, 0, 0, 
86, 0, 0, 545, 0, 0, 
128, 0, 0, 527, 0, 0, 
84, 0, 0, 533, 0, 0, 
103, 0, 0, 481, 0, 0, 
136, 0, 0, 360, 0, 0, 
105, 0, 0, 308, 0, 0, 
122, 0, 0, 252, 0, 0, 
69, 0, 0, 227, 0, 0, 
106, 0, 0, 212, 0, 0, 
108, 0, 0, 212, 0, 0, 
84, 0, 0, 141, 0, 0, 
108, 0, 0, 130, 0, 0, 
99, 0, 0, 105, 0, 0, 
92, 0, 0, 78, 0, 0, 
60000, 0, 0, 0, 0, 0, 
82, 0, 0, 45, 0, 0, 
60000, 0, 0, 0, 0, 0, 
60000, 0, 0, 0, 0, 0, 
60000, 0, 0, 0, 0, 0, 
60000, 0, 0, 0, 0, 0, 
60000, 0, 0, 0, 0, 0, 
60000, 0, 0, 0, 0, 0, 
60000, 0, 0, 0, 0, 0, 
60000, 0, 0, 0, 0, 0, 
60000, 0, 0, 0, 0, 0, 
60000, 0, 0, 0, 0, 0, 
60000, 0, 0, 0, 0, 0, 
60000, 0, 0, 0, 0, 0, 
60000, 0, 0, 0, 0, 0, 
60000, 0, 0, 0, 0, 0, 
60000, 0, 0, 0, 0, 0, 
60000, 0, 0, 0, 0, 0, 
60000, 0, 0, 0, 0, 0, 
60000, 0, 0, 0, 0, 0, 
60000, 0, 0, 0, 0, 0, 
60000, 0, 0, 0, 0, 0, 
60000, 0, 0, 0, 0, 0, 
60000, 0, 0, 0, 0, 0, 
3552, 0, 0, 61, 0, 0, 
3538, 0, 0, 82, 0, 0, 
3563, 0, 0, 95, 0, 0, 
60000, 0, 0, 0, 0, 0, 
4707, 0, 0, 195, 0, 0, 
4677, 0, 0, 288, 0, 0, 
4647, 0, 0, 434, 0, 0, 
4663, 0, 0, 580, 0, 0, 
4638, 0, 0, 657, 0, 0, 
4652, 0, 0, 630, 0, 0, 
4632, 0, 0, 436, 0, 0, 
4609, 0, 0, 569, 0, 0, 
4653, 0, 0, 541, 0, 0, 
4634, 0, 0, 544, 0, 0, 
4628, 0, 0, 586, 0, 0, 
56, 4616, 0, 78, 540, 0, 
4613, 0, 0, 529, 0, 0, 
4613, 0, 0, 585, 0, 0, 
95, 4608, 0, 128, 568, 0, 
63, 4613, 0, 186, 521, 0, 
99, 4594, 0, 257, 523, 0, 
100, 4601, 0, 313, 584, 0, 
105, 4624, 0, 391, 623, 0, 
106, 4591, 0, 514, 705, 0, 
99, 4598, 0, 532, 711, 0, 
103, 4583, 0, 610, 691, 0, 
63, 4576, 0, 680, 532, 0, 
71, 4553, 0, 727, 499, 0, 
100, 4581, 0, 730, 447, 0, 
100, 4562, 0, 739, 424, 0, 
105, 4578, 0, 766, 516, 0, 
83, 4557, 0, 695, 548, 0, 
101, 4583, 0, 622, 676, 0, 
95, 4563, 0, 548, 871, 0, 
105, 4534, 0, 499, 1023, 0, 
96, 4546, 0, 478, 1130, 0, 
66, 4522, 0, 459, 1096, 0, 
115, 4537, 0, 412, 912, 0, 
117, 613, 0, 105, 436, 1518, 
161, 660, 0, 51, 744, 1490, 
114, 701, 0, 44, 1268, 1479, 
680, 0, 0, 1961, 0, 0, 
684, 0, 0, 2483, 0, 0, 
668, 0, 0, 2739, 0, 0, 
661, 0, 0, 2905, 0, 0, 
674, 0, 0, 3008, 0, 0, 
671, 0, 0, 3120, 0, 0, 
666, 0, 0, 3235, 0, 0, 
671, 0, 0, 3258, 0, 0, 
666, 0, 0, 3326, 0, 0, 
677, 0, 0, 3351, 0, 0, 
674, 0, 0, 3385, 0, 0, 
680, 0, 0, 3446, 0, 0, 
680, 0, 0, 3405, 0, 0, 
683, 0, 0, 3481, 0, 0, 
671, 0, 0, 3470, 0, 0, 
658, 0, 0, 3517, 0, 0, 
644, 0, 0, 3539, 0, 0, 
678, 0, 0, 3546, 0, 0, 
664, 0, 0, 3585, 0, 0, 
675, 0, 0, 3607, 0, 0, 
674, 0, 0, 3600, 0, 0, 
677, 0, 0, 3635, 0, 0, 
683, 0, 0, 3611, 0, 0, 
666, 0, 0, 3670, 0, 0, 
669, 0, 0, 3679, 0, 0, 
665, 0, 0, 3686, 0, 0, 
663, 0, 0, 3686, 0, 0, 
659, 0, 0, 3670, 0, 0, 
670, 0, 0, 3711, 0, 0, 
664, 0, 0, 3708, 0, 0, 
637, 0, 0, 3696, 0, 0, 
652, 0, 0, 3758, 0, 0, 
676, 0, 0, 3787, 0, 0, 
670, 0, 0, 3774, 0, 0, 
662, 0, 0, 3781, 0, 0, 
657, 0, 0, 3788, 0, 0, 
669, 0, 0, 3879, 0, 0, 
667, 0, 0, 4008, 0, 0, 
